,Name,PlayerId,color,WAR
19,(Unknown) Black,1014629,black,-0.022158533000438
1880,Bill Black,1001004,black,-0.0435350046192242
2639,Bob Black,1001005,black,2.2605553328902745
3654,Bud Black,1001006,black,0.1481933784888749
3655,Bud Black,1001007,black,18.0644718932686
5869,Dave Black,1001009,black,0.7391656458374928
6670,Don Black,1001010,black,2.853190948878267
10519,Howard Black,1014625,black,-0.0518322031210177
12630,Joe Black,1001019,black,6.956158402906269
13127,John Black,1001018,black,-2.0938951375112005
16226,Mason Black,30171,black,-0.2602541223168373
18773,Ray Black,14244,black,-0.3136748154647648
22232,Tyler Black,29949,black,-0.0744121252508518
22378,Vic Black,9195,black,0.2325102407485246
130,(Unknown) Gray,1015291,grey,0.0713537221829309
457,Abe Gray,1015287,grey,0.0556364391098818
2046,Bill Grey,1005031,grey,-1.2774563997080228
4204,Chappie Gray,1015288,grey,-0.0183525569743699
4360,Charlie Gray,1004964,grey,-0.2135289044679786
4547,Chesley Gray,1015289,grey,-0.5520288815145662
4901,Chummy Gray,1004965,grey,0.20713649000603002
5919,Dave Gray,1004966,grey,-0.3581941613805178
6413,Dick Gray,1004967,grey,0.7389244108141488
6639,Dolly Gray,1004968,grey,2.7878102001853904
8907,Gary Gray,1004970,grey,-0.3025823582653693
9708,Grey Clarke,1002284,grey,0.7048068775581974
11636,Jeff Gray,7718,grey,-0.9728703238070012
11637,Jeff Gray,1004971,grey,1.828954571698136
12166,Jim Gray,1004972,grey,-0.0948113550455181
13711,Johnny Gray,1004973,grey,-1.4113782450190662
13831,Jon Gray,14916,grey,19.901807913367193
14159,Josiah Gray,24580,grey,0.6623923663682352
15556,Lorenzo Gray,1004974,grey,-0.7025689276076641
17135,Milt Gray,1004975,grey,-0.1379505840736495
18253,Pete Gray,1004976,grey,-0.8405258031871167
19033,Reddy Grey,1005032,grey,0.0303155989289106
20148,Sam Gray,1004969,grey,25.63573158133071
20712,Sonny Gray,12768,grey,34.35621728545792
20788,Stan Gray,1004977,grey,-0.0626757162396554
21213,Ted Gray,1004978,grey,9.555095579766807
22155,Tristan Gray,19877,grey,-0.0287916853385838
22942,Willie Gray,1015290,grey,1.4069123602516636
